"Run","subFuncID","AIC","BIC"
1,1,1.19262531947043,10.4327717325311
1,2,-34.0722394283721,-24.8320930153113
1,3,-36.9203017894701,-18.4400089633486
1,4,-13.157712383743,-3.91756597068225
1,5,-60.1171940947067,-41.6369012685853
1,6,-42.261981233229,-23.7816884071075
1,7,-103.666434445981,-75.9459952067986
1,8,-1.68409906106125,7.55604735199946
1,9,0.0824935962077857,18.5627864223292
1,10,-34.3938672818058,-15.9135744556843
1,11,-44.7169238520743,-16.9964846128921
1,12,-17.9853369722258,0.494955853895583
1,13,-99.0804610587864,-71.3600218196042
1,14,-63.2441545716068,-35.5237153324247
1,15,-172.451566509588,-135.490980857345
1,16,-69.0867878011202,-59.8466413880595
1,17,-105.316084152073,-86.8357913259515
1,18,-78.3814372568863,-59.9011444307649
1,19,-124.869454120335,-97.149014881153
1,20,-120.016252862567,-101.535960036446
1,21,-127.295260787909,-99.5748215487267
1,22,-126.608835133652,-98.8883958944699
1,23,-123.667814744069,-86.7072290918258
1,24,-199.735011834824,-181.254719008702
1,25,-202.806922560965,-175.086483321783
1,26,-202.347948069574,-174.627508830391
1,27,-198.934140601324,-161.973554949081
1,28,-200.954326343693,-173.233887104511
1,29,-198.876416496075,-161.915830843832
1,30,-199.066292363843,-162.1057067116
1,31,-195.249634620995,-149.048902555692
2,1,1.61762069228671,10.8577671053474
2,2,-11.7514464228198,-2.51130000975905
2,3,-13.5156391930102,4.9646536331112
2,4,-10.8503772187066,-1.61023080564594
2,5,-42.4984620901009,-24.0181692639795
2,6,-22.8936522973452,-4.41335947122381
2,7,-91.91505721649,-64.1946179773079
2,8,-0.210569566294218,9.02957684676649
2,9,2.50198434505789,20.9822771711793
2,10,-12.219296606933,6.26099621918844
2,11,-16.8066100085001,10.9138292306821
2,12,-13.56154960804,4.91874321808147
2,13,-73.2953629726962,-45.574923733514
2,14,-35.9256580371617,-8.20521879797958
2,15,-159.438746646981,-122.478160994738
2,16,-66.8731942432446,-57.6330478301839
2,17,-96.0495679183136,-77.5692750921922
2,18,-70.6047135447191,-52.1244207185977
2,19,-116.975208633465,-89.2547693942829
2,20,-115.704169400899,-97.2238765747774
2,21,-120.433428091083,-92.7129888519004
2,22,-119.623934401189,-91.9034951620073
2,23,-117.264985595796,-80.3043999435534
2,24,-201.46869207087,-182.988399244749
2,25,-201.330829068832,-173.61038982965
2,26,-201.916114720265,-174.195675481083
2,27,-198.756935444593,-161.79634979235
2,28,-199.663812166648,-171.943372927466
2,29,-198.601850463785,-161.641264811543
2,30,-198.897563724178,-161.936978071935
2,31,-195.018203848879,-148.817471783576
3,1,2.82071864221546,12.0608650552762
3,2,-40.2951299412003,-31.0549835281396
3,3,-39.2992340654864,-20.818941239365
3,4,-6.93310526388597,2.30704114917475
3,5,-55.6873236926221,-37.2070308665007
3,6,-41.1010669428206,-22.6207741166992
3,7,-83.7557039089576,-56.0352646697755
3,8,0.150313820395223,9.39046023345593
3,9,3.50343768948197,21.9837305156034
3,10,-37.2491484283665,-18.7688556022451
3,11,-53.0359870651397,-25.3155478259576
3,12,-9.27594127714863,9.2043515489728
3,13,-91.4465019349332,-63.726062695751
3,14,-64.047434998665,-36.3269957594828
3,15,-137.739537588807,-100.778951936564
3,16,-49.8700152222533,-40.6298688091926
3,17,-89.3096075110867,-70.8293146849652
3,18,-62.2898277082642,-43.8095348821428
3,19,-103.240457493941,-75.5200182547592
3,20,-100.228434740511,-81.7481419143901
3,21,-105.807785870215,-78.0873466310331
3,22,-105.228827187466,-77.5083879482841
3,23,-105.072425119859,-68.1118394676157
3,24,-166.478710729467,-147.998417903346
3,25,-170.06175052613,-142.341311286948
3,26,-170.335910318685,-142.615471079502
3,27,-167.212387007233,-130.25180135499
3,28,-169.103604027402,-141.38316478822
3,29,-166.929603754723,-129.96901810248
3,30,-167.3187574818,-130.358171829557
3,31,-164.548553645056,-118.347821579753
4,1,2.2995136941708,11.5396601072315
4,2,-19.712484313876,-10.4723379008153
4,3,-15.9634885843567,2.51680424176469
4,4,3.2729260339803,12.513072447041
4,5,-31.9885349404068,-13.5082421142854
4,6,-16.4024354670948,2.07785735902665
4,7,-51.1429958418509,-23.4225566026687
4,8,0.282051421378635,9.52219783443935
4,9,4.17862495000632,22.6589177761277
4,10,-26.033682727197,-7.55338990107557
4,11,-37.7803491418719,-10.0599099026898
4,12,-9.98452890177858,8.49576392434285
4,13,-76.1828503797274,-48.4624111405453
4,14,-47.7486161337189,-20.0281768945368
4,15,-110.545834275633,-73.5852486233902
4,16,-21.8042454139492,-12.5640990008885
4,17,-61.5584415792543,-43.0781487531329
4,18,-29.3933937796493,-10.9131009535279
4,19,-66.4125705765777,-38.6921313373956
4,20,-70.2471192471889,-51.7668264210675
4,21,-67.857991592391,-40.1375523532089
4,22,-67.6932670909244,-39.9728278517423
4,23,-65.1541568355111,-28.1935711832682
4,24,-142.433693469675,-123.953400643553
4,25,-139.439282777436,-111.718843538254
4,26,-139.137440791857,-111.417001552675
4,27,-135.489771681819,-98.5291860295761
4,28,-139.661084613482,-111.9406453743
4,29,-135.73620103094,-98.7756153786969
4,30,-135.784666285119,-98.8240806328758
4,31,-132.917644298082,-86.7169122327788
5,1,3.886721253902,13.1268676669627
5,2,-44.9720609143782,-35.7319145013175
5,3,-50.8664606081521,-32.3861677820307
5,4,-8.08513723197428,1.15500918108643
5,5,-70.8964433945764,-52.416150568455
5,6,-53.928605362828,-35.4483125367066
5,7,-81.1993952399223,-53.4789560007402
5,8,-5.66820908201953,3.57193733104118
5,9,-12.0508616114773,6.42943121464408
5,10,-44.1192237330592,-25.6389309069377
5,11,-51.0555823781977,-23.3351431390156
5,12,-4.25401474909116,14.2262780770303
5,13,-84.8115929153758,-57.0911536761937
5,14,-59.7621915381648,-32.0417522989827
5,15,-102.62923904714,-65.6686533948968
5,16,-58.3205529285869,-49.0804065155262
5,17,-102.887602365343,-84.4073095392215
5,18,-77.9122156361199,-59.4319228099985
5,19,-102.549983370869,-74.8295441316864
5,20,-108.469844624751,-89.9895517986293
5,21,-104.599508126659,-76.8790688874769
5,22,-104.479580794377,-76.7591415551947
5,23,-102.890315778382,-65.9297301261392
5,24,-136.671762170452,-118.19146934433
5,25,-136.787246901107,-109.066807661925
5,26,-135.973762984046,-108.253323744863
