"Run","Lambda","Iters","Obj","AIC","BIC","alpha[1]","beta[1,1]","beta[1,2]","beta[1,3]","beta[1,4]","beta[1,5]","alpha[2]","beta[2,1]","beta[2,2]","beta[2,3]","beta[2,4]","beta[2,5]"
1,0,0,-741.646368131517,-1463.29273626303,-1403.22906058653,33.2379241106739,12.7673838703718,2.5056519535095,-35.7112163394465,4.03486144706736,-0.0659736652351668,-15.4988926678062,-8.90165800942364,-0.479492958267124,22.9180672746923,-5.44883210121364,0.155275464682351
1,1.44224957030741,1000,-647.918830461228,-1462.92571002585,-1402.86203434935,32.240502655926,12.5587215379471,2.54228656207101,-34.2099148710162,3.50018066477236,-0.0447343806063585,-14.8675855132782,-8.72910022922668,-0.4753778191761,21.9485599834737,-5.10446607830759,0.137181685069638
1,3.60562392576852,1000,-531.38277640022,-1460.04019781675,-1399.97652214024,29.420126518425,11.7738329510159,2.62739266199957,-30.2346689871093,2.27846206517176,-0.00312916475216459,-13.1171237609057,-8.22147795420349,-0.374022036281414,19.3894047706285,-4.27560565297415,0.0877082786698498
1,7.21124785153704,1000,-424.747219247795,-1450.79604423643,-1390.73236855992,22.9701692703871,9.5943410832504,2.60954125122712,-21.8223571076072,0.209836175289982,0.0560487891657024,-9.41267600538461,-7.15540499325177,-0.191374129045131,13.9757800114737,-2.51189581194239,-0.0172703793814366
1,14.4224957030741,1000,-585.285515516435,-1450.74690176482,-1390.68322608832,6.00825512620787,2.38572841306972,1.06957165929524,-2.8889532450595,-1.86880882883522,0.0806644996912797,0.299895650651325,-3.21326106216797,-0.168977347693872,1.6688910049739,0.0927336546907535,-0.0807329993097562
1,28.8449914061482,1000,-675.30357828203,-1444.78619306789,-1408.74798766199,1.58687741251547,-0.082696154730975,0,0,-0.45921828803147,-0.00665982263777113,2.71158721413218,-0.818093813799696,0,0,-0.895787467210163,-0.00951200079324855
1,72.1124785153704,1000,-616.567290847571,-1354.17757694145,-1318.13937153555,0.952034819618592,-0.00354079611159069,0,0,-0.0726674504997984,-0.0607387399486614,1.86054326614466,-0.55015537807001,0,0,-0.18710205040389,-0.160473676144633
1,144.224957030741,224,-579.104549679236,-1232.05843091721,-1208.03296064661,0.820992719953843,0.00317633177116226,0,0,0,-0.0691281141990331,1.71826228580221,-0.0117588868410536,0,0,0,-0.262630024370711
1,360.562392576852,86,-523.281559530886,-1218.15031656554,-1206.13758143024,0.767932736976787,0,0,0,0,-0.0644363675865859,1.5850808498362,0,0,0,0,-0.23480989800385
1,721.124785153704,78,-443.030692459969,-1175.53121879933,-1163.51848366403,0.686349015330436,0,0,0,0,-0.0576361854628845,1.38903512325246,0,0,0,0,-0.195147206046611
2,0,0,-727.197907998778,-1434.39581599756,-1374.33214032105,22.4251719450121,7.50185191326194,1.07163656874967,-24.1984860324,3.4716185484322,-0.0629569876062941,-10.8963056400594,-8.06461969705196,-1.08412066951578,15.0573234305251,-1.99622146647946,-0.00358568960911611
2,1.44224957030741,1000,-665.66112951441,-1434.06285088376,-1373.99917520726,21.7053326732371,7.47785712770503,1.2340855769899,-22.8731686113164,2.819693033935,-0.0384944552786135,-10.1112754593642,-7.72537624796043,-0.93824665432948,14.0734077885845,-1.8074258527967,-0.0225132339429759
2,3.60562392576852,1000,-596.530476316714,-1431.3688915852,-1371.3052159087,19.3893911296503,7.07350739115695,1.51333316871265,-19.1956573387203,1.35995978613701,0.0123731709126731,-8.05464827930437,-6.87279634257562,-0.627460141845446,11.4939065269142,-1.29756634664254,-0.0647817620013214
2,7.21124785153704,1000,-572.998112056174,-1428.16247557945,-1368.09879990295,12.4839993238702,4.52384074098831,1.3947090591743,-10.599355023878,-0.432897216357793,0.0542897860613777,-3.6093039410762,-5.17191025607625,-0.278877633120675,5.79342464848983,-0.030424962103688,-0.133591126362223
2,14.4224957030741,1000,-689.643771026824,-1431.64886824932,-1395.61066284342,1.82609633729581,-0.408562262565325,0,0,-0.493846365457707,0.0109279594317301,2.46958733998295,-1.42672486777608,0,0,-0.516326703966341,-0.0308564494765434
2,28.8449914061482,1000,-661.184799126811,-1414.78174072238,-1378.74353531648,1.72105270376546,-0.112394484433672,0,0,-0.532380844031045,0.00496769445623686,2.61189776361543,-0.829689591595181,0,0,-0.7841869801519,-0.0242843740525326
2,72.1124785153704,1000,-603.514959155249,-1323.60277447878,-1287.56456907287,1.05195138082687,-0.0277428432622077,0,0,-0.130476753825948,-0.0499472536636748,1.89482509226301,-0.465678677017487,0,0,-0.233124421818442,-0.149703799118359
2,144.224957030741,157,-571.039488524725,-1211.54909499034,-1199.53635985504,0.834465215970476,0,0,0,0,-0.0676111775076317,1.66804225719398,0,0,0,0,-0.245569171420881
2,360.562392576852,85,-518.923937740786,-1198.19017520934,-1186.17744007404,0.783418993225454,0,0,0,0,-0.0635377216061737,1.54222231332114,0,0,0,0,-0.218860867390758
2,721.124785153704,76,-443.506137582974,-1160.04775613445,-1148.03502099915,0.705258137348157,0,0,0,0,-0.0573104940530675,1.36178957980339,0,0,0,0,-0.183336885201313
3,0,0,-749.966435067589,-1479.93287013518,-1419.86919445868,21.1290209529571,7.07701459704568,1.63675011150783,-21.8687824851752,2.40482841048533,-0.0365941089852355,-14.3134068781459,-8.28314811774824,-0.19311948019254,21.9952896017539,-5.67385274969071,0.159444068827108
3,1.44224957030741,1000,-681.813509477999,-1479.60546391369,-1419.54178823719,20.1083550837277,6.84549319250753,1.61577224484175,-20.462704506434,1.98166095637068,-0.0207012117693207,-13.4727440917252,-7.95870101926143,-0.200476291729815,20.803766921074,-5.33196217669994,0.144656527926563
3,3.60562392576852,1000,-604.662652634404,-1477.53789261323,-1417.47421693673,17.2896852099494,5.98383768392014,1.57635568072214,-16.7682715540057,1.03790240571393,0.00858938622457022,-11.1819348474766,-7.1132699741368,-0.114861681786939,17.6816986155493,-4.50103813980525,0.103249999742255
3,7.21124785153704,1000,-565.252696623161,-1471.90951844977,-1411.84584277326,11.0856768308591,3.78326256845104,1.29562551185361,-9.17117348493763,-0.465942295372419,0.0472328199627711,-6.33632979432289,-5.32401357316377,-0.00154010965862056,11.0942901765975,-2.74663500158867,0.0200474355186373
3,14.4224957030741,1000,-711.131888028163,-1475.4577703194,-1439.4195649135,1.86384873714739,-0.392471885481672,0,0,-0.535716534449566,0.0164389313359921,2.70686762693352,-1.25720948963944,0,0,-0.751169403654998,-0.0122023539432347
3,28.8449914061482,1000,-681.669631706904,-1454.81762721409,-1406.76668667289,1.73471423060704,-0.130939665086425,-0.00734679057565946,0,-0.550156927589611,0.00998270748264129,2.73959901763352,-0.763567026866695,0.00383032725260254,0,-0.904478762617083,-0.0189045454047269
3,72.1124785153704,1000,-620.912209917675,-1367.19825079283,-1319.14731025163,1.12124454156177,-0.026711339750653,-0.0262309854558742,0,-0.197305537733525,-0.0360995611676688,2.05056921459823,-0.379038538241243,0.0153834136631556,0,-0.366777536157197,-0.149054966585481
3,144.224957030741,198,-586.137498471803,-1247.02258961048,-1222.99711933988,0.804425854669166,0,-0.0117379452423541,0,0,-0.0639985530838553,1.68803118042311,0,0.00989234476610248,0,0,-0.263869209752817
3,360.562392576852,95,-530.863571587673,-1231.01777964856,-1219.00504451326,0.751408727907663,0,0,0,0,-0.0610357087317012,1.55701660518277,0,0,0,0,-0.232425540318702
3,721.124785153704,83,-451.859876734887,-1188.04646080966,-1176.03372567436,0.677057870951986,0,0,0,0,-0.0550476092086617,1.36679824580051,0,0,0,0,-0.192186360885329
4,0,0,-686.223337699618,-1352.44667539924,-1292.38299972273,100.980719735378,42.4752070335319,8.71073638181567,-111.382680584388,12.0526016136092,-0.165610985802406,115.207107760525,46.5744100920645,9.33681080497332,-127.944234166754,15.1110997960928,-0.267019425955407
4,1.44224957030741,1000,-306.792667114019,-1352.28099754272,-1292.21732186621,100.27903946703,42.179030158385,8.68539744898312,-110.446100173475,11.8375689100849,-0.1571425765429,114.483789875655,46.2035386400638,9.26678541097727,-127.072104226905,14.9872892488138,-0.259786150969028
4,3.60562392576852,1000,244.590806991851,-1351.4140051726,-1291.3503294961,98.5053259861304,41.4232782190757,8.67076815266762,-108.108027566723,11.3090795115265,-0.1402652261097,112.691188410506,45.310535688636,9.17271325309415,-124.908267684155,14.6637851452665,-0.249092234475167
4,7.21124785153704,1000,1104.48508356444,-1348.33933009742,-1288.27565442092,94.8695223870402,39.839310147636,8.65344844341224,-103.38278500377,10.2894258374561,-0.111052221090682,109.164466260033,43.5705415002965,9.04767207991165,-120.61601931893,13.986253512485,-0.230564829995452
4,14.4224957030741,1000,2610.40420656774,-1335.72309356053,-1275.65941788403,87.4415646152572,36.3319769657576,8.6858657100419,-93.8272837990372,8.37566153209067,-0.0652396364762286,102.292636903319,40.0308828851795,8.96919952658722,-112.068558870107,12.5454327530788,-0.194309022467845
4,28.8449914061482,1000,4755.59749188719,-1264.56578614301,-1204.50211046651,72.5697938919388,27.8357154694109,9.17986325034923,-74.6968641090045,5.03118442363359,-0.0172559123485864,89.0019013652945,32.083758768065,9.47086796489246,-94.7469872556846,9.43190340236761,-0.126741946385201
4,72.1124785153704,1000,5436.84391271702,-380.276762818583,-320.21308714208,42.6069412922554,-0.00946956280786164,12.1324524657909,-33.0639145520918,-0.0356698845885409,-0.0436072199725868,54.3115892746601,2.77719979749101,12.4929908591111,-45.6230186722091,1.58802101000756,-0.00965807734236124
4,144.224957030741,753,-529.218172078989,-1126.88076407564,-1114.86802894034,0.778599247331831,0,0,0,0,-0.0660168497258868,1.60855873508028,0,0,0,0,-0.242318980113485
4,360.562392576852,81,-477.897265181624,-1113.36937419112,-1101.35663905582,0.728893457993828,0,0,0,0,-0.0618211544797926,1.48054862878363,0,0,0,0,-0.21536200940657
4,721.124785153704,73,-404.006862002854,-1074.31084701901,-1062.29811188371,0.653090017776743,0,0,0,0,-0.0554446999377758,1.2959466248504,0,0,0,0,-0.179024375004545
5,0,0,-706.913987462273,-1393.82797492455,-1333.76429924804,-10.9241465056384,-6.00371856134296,-0.98796082297255,14.7007153902989,-2.43117654472525,0.0522978719575159,15.5856910595407,3.55683432176717,0.559294599017356,-15.5295945874773,1.94758218913509,-0.0268201975242639
5,1.44224957030741,1000,-663.26892031394,-1393.53300022921,-1333.46932455271,-10.1275452843611,-5.88963701275792,-1.10461670485363,13.3655487828558,-1.85932060225359,0.0311002330467295,14.8300859150685,3.33667131886524,0.51738320295129,-14.4444104614769,1.6093231328353,-0.0081689445576584
5,3.60562392576852,1000,-620.269162292555,-1391.04542052704,-1330.98174485054,-7.8228902600822,-5.37025667578186,-1.29461220936719,9.85401380600734,-0.581457438791339,-0.0146456016405551,12.8481521412202,2.77036151610345,0.468796150014952,-11.6299948823445,0.748418708036205,0.0306245246318222
5,7.21124785153704,1000,-647.047680568282,-1391.64546340451,-1331.58178772801,-0.274054846152435,-1.84868666080425,-0.704724834467797,1.48524766466076,0.205455404113317,-0.0141146017948318,7.09950480398399,0.467337308560419,0.12224310137828,-4.9744224520965,-0.21046932646151,0.0404416341358631
5,14.4224957030741,1000,-672.015309073878,-1393.90557946907,-1357.86737406317,1.73656841890065,-0.188984258908506,0,0,-0.537912437632523,0.00796256899977238,2.54211781794486,-1.17270909416024,0,0,-0.778137219843441,0.00799301902178121
5,28.8449914061482,400,-643.80970283832,-1384.73448646146,-1360.70901619086,1.6090731809312,-0.0418356618324753,0,0,-0.512763060847499,0,2.54326169235715,-0.814549580935309,0,0,-0.866028551682797,0
5,72.1124785153704,1000,-582.815870234583,-1298.79969465207,-1262.76148924617,0.996151400119044,-0.000301016454748508,0,0,-0.123510825681215,-0.0522816951021943,1.82867913571869,-0.556014663322178,0,0,-0.29826121339117,-0.1165078594741
5,144.224957030741,237,-541.854933902929,-1167.88452138065,-1143.85905111005,0.7947762500623,0.0190031571954865,0,0,0,-0.0685387270230204,1.55280902196456,-0.0799709358418735,0,0,0,-0.227242883099114
5,360.562392576852,74,-490.572607197071,-1137.09000395297,-1125.07726881767,0.749943138849931,0,0,0,0,-0.0633205794927607,1.45269485064132,0,0,0,0,-0.212568391630971
5,721.124785153704,72,-417.357581179796,-1098.97222773538,-1086.95949260008,0.674770684097374,0,0,0,0,-0.0570672922908523,1.27810651840733,0,0,0,0,-0.177028174968872
6,0,0,-692.518679604214,-1365.03735920843,-1304.97368353192,-25.4569824070437,-12.9023034537508,-1.69214672334246,30.9671551495587,-4.1397738744504,0.0415275806789982,112.994734880873,46.2427105297122,8.46853590561166,-125.228680838307,14.4299910149299,-0.177302195229943
6,1.44224957030741,1000,-406.17356142084,-1364.88102561753,-1304.81734994103,-25.2785113862484,-13.0148998069543,-1.84489067871101,30.4303152075533,-3.74321650550107,0.0264717090663422,111.910445507346,45.8224121317038,8.35470501515513,-123.833725770374,14.1278925440195,-0.160203579475278
6,3.60562392576852,1000,2.64502067204354,-1363.7036021997,-1303.6399265232,-24.66661928725,-13.172312266836,-2.15534577266018,28.9787527157504,-2.82478766537492,-0.00874181893223583,109.122086179398,44.7557499157398,8.13017067892752,-120.299158986178,13.3875895991342,-0.12702227109621
