"Run","subFuncID","AIC","BIC"
21,9,-798.449238662308,-774.423768391707
21,10,-798.995430200623,-774.969959930022
21,11,-796.221461356663,-760.183255950761
21,12,-798.846527137541,-774.82105686694
21,13,-796.076617346863,-760.038411940962
21,14,-796.117907430081,-760.079702024179
21,15,-792.253218456561,-744.202277915359
21,16,-722.192129139811,-710.17939400451
21,17,-798.830766573128,-774.805296302527
21,18,-798.81929800946,-774.793827738859
21,19,-796.317204356246,-760.278998950345
21,20,-799.054299269231,-775.02882899863
21,21,-796.171037132418,-760.132831726517
21,22,-795.905781917342,-759.86757651144
21,23,-792.786497897,-744.735557355798
21,24,-796.630187074454,-772.604716803853
21,25,-796.022396808323,-759.984191402422
21,26,-796.92047353313,-760.882268127229
21,27,-793.033332867842,-744.98239232664
21,28,-796.336034792911,-760.297829387009
21,29,-793.289630619199,-745.238690077997
21,30,-793.05517967758,-745.004239136378
21,31,-789.779452547162,-729.715776870659
22,1,-786.201339737608,-774.188604602308
22,2,-803.109459579623,-791.096724444323
22,3,-801.443814004557,-777.418343733956
22,4,-803.628421540673,-791.615686405372
22,5,-802.566719127865,-778.541248857264
22,6,-800.096042587141,-776.07057231654
22,7,-799.424410468297,-763.386205062395
22,8,-804.426826864705,-792.414091729405
22,9,-803.294538184529,-779.269067913928
22,10,-803.081767649908,-779.056297379307
22,11,-799.731427376439,-763.693221970537
22,12,-803.288372324929,-779.262902054328
22,13,-799.922046449662,-763.883841043761
22,14,-799.604604016362,-763.566398610461
22,15,-797.873054376036,-749.822113834834
22,16,-767.85041585623,-755.837680720929
22,17,-803.784008837291,-779.75853856669
22,18,-803.611898952218,-779.586428681617
22,19,-800.16069985426,-764.122494448358
22,20,-803.892607382562,-779.867137111961
22,21,-800.258091514471,-764.219886108569
22,22,-799.950546283177,-763.912340877275
22,23,-797.447252007425,-749.396311466223
22,24,-803.123379253898,-779.097908983297
22,25,-800.338445485056,-764.300240079155
22,26,-800.79407199799,-764.755866592089
22,27,-797.243762388885,-749.192821847683
22,28,-800.451971534275,-764.413766128373
22,29,-797.032367347701,-748.981426806499
22,30,-797.263855588272,-749.21291504707
22,31,-793.238564435728,-733.174888759226
23,1,-858.357321824031,-846.344586688731
23,2,-857.232723671574,-845.219988536273
23,3,-857.754251563429,-833.728781292828
23,4,-859.242739265692,-847.230004130391
23,5,-857.911669527573,-833.886199256972
23,6,-859.385179598944,-835.359709328343
23,7,-855.497896248576,-819.459690842674
23,8,-844.527532291512,-832.514797156211
23,9,-858.101120963065,-834.075650692464
23,10,-854.857307579991,-830.83183730939
23,11,-855.495782749172,-819.45757734327
23,12,-857.063337532504,-833.037867261903
23,13,-855.054264225317,-819.016058819416
