"Run","subFuncID","AIC","BIC"
1,1,-45.9567125411316,-33.9439774058311
1,2,-87.5130395091524,-75.5003043738519
1,3,-84.7784945298415,-60.7530242592405
1,4,-13.500924635624,-1.48818950032348
1,5,-97.8164969651646,-73.7910266945636
1,6,-85.8238296923097,-61.7983594217087
1,7,-99.8999902127672,-63.8617848068657
1,8,1.36372047244609,13.3764556077466
1,9,-102.37451087203,-78.3490406014286
1,10,-87.9453591217501,-63.9198888511492
1,11,-99.8667742421711,-63.8285688362696
1,12,-97.901542441532,-73.876072170931
1,13,-98.9381348766351,-62.8999294707336
1,14,-98.4847354481232,-62.4465300422217
1,15,-97.935716955104,-49.884776413902
1,16,1.01370541303785,13.0264405483383
1,17,-98.8955001493725,-74.8700298787715
1,18,-92.3798815765371,-68.3544113059361
1,19,-96.9260964049042,-60.8878909990027
1,20,-80.8619666639202,-56.8364963933192
1,21,-98.1783589141527,-62.1401535082513
1,22,-95.6402389796701,-59.6020335737686
1,23,-97.4424851299664,-49.3915445887644
1,24,-61.0581703958426,-37.0327001252417
1,25,-98.6450445327406,-62.6068391268391
1,26,-94.187514310992,-58.1493089050905
1,27,-96.5725359513901,-48.5215954101881
1,28,-96.6436866858505,-60.605481279949
1,29,-95.3723078918557,-47.3213673506537
1,30,-95.2591735311931,-47.2082329899911
1,31,-95.1392032870371,-35.0755276105346
2,1,-76.1545055029304,-64.1417703676299
2,2,-115.173000861717,-103.160265726417
2,3,-113.742353211033,-89.7168829404325
2,4,-33.7201264281869,-21.7073912928864
2,5,-122.750131806351,-98.7246615357504
2,6,-113.573993361725,-89.548523091124
2,7,-121.645797099351,-85.6075916934492
2,8,-8.57335662554502,3.43937850975547
2,9,-126.97226428153,-102.946794010929
2,10,-113.80620294726,-89.780732676659
2,11,-123.358502634025,-87.3202972281237
2,12,-122.152381545507,-98.1269112749059
2,13,-123.73987276367,-87.7016673577684
2,14,-123.95912606615,-87.9209206602488
2,15,-120.396370832696,-72.3454302914944
2,16,3.15541862990286,15.1681537652034
2,17,-124.976751245495,-100.951280974894
2,18,-115.855028648284,-91.8295583776832
2,19,-123.110775434612,-87.0725700287101
2,20,-104.953470875532,-80.9280006049308
2,21,-123.562563336157,-87.5243579302552
2,22,-122.686552747775,-86.6483473418733
2,23,-119.788268340574,-71.737327799372
2,24,-81.3123944997345,-57.2869242291335
2,25,-123.763565400541,-87.7253599946398
2,26,-121.356346755595,-85.3181413496936
2,27,-119.794487143169,-71.7435466019672
2,28,-120.838288558578,-84.8000831526762
2,29,-119.812172648353,-71.7612321071513
2,30,-120.022949715316,-71.9720091741136
2,31,-116.701638917971,-56.6379632414683
3,1,-56.6904409195457,-44.6777057842452
3,2,-100.488646577822,-88.4759114425216
3,3,-101.621552408354,-77.5960821377531
3,4,-23.5456022519778,-11.5328671166773
3,5,-103.739824429315,-79.7143541587143
3,6,-101.79353389454,-77.7680636239385
3,7,-99.796429254152,-63.7582238482505
3,8,-6.10038932067347,5.91234581462702
3,9,-101.719591307235,-77.6941210366343
3,10,-102.129075843115,-78.1036055725137
3,11,-99.9958085814869,-63.9576031755854
3,12,-88.1742767466467,-64.1488064760457
3,13,-99.7490621013961,-63.7108566954947
3,14,-99.9195201580787,-63.8813147521772
3,15,-96.2353949460189,-48.1844544048169
3,16,1.09685466365334,13.1095897989538
3,17,-92.1215752168254,-68.0961049462244
3,18,-101.939107613513,-77.9136373429117
3,19,-100.078309867221,-64.0401044613192
3,20,-68.1696720680277,-44.1442017974267
3,21,-99.810931672859,-63.7727262669576
3,22,-99.9519148897302,-63.9137094838287
