"Run","subFuncID","AIC","BIC"
1,1,-1.42442503724148,9.20201573693912
1,2,-81.6076568930495,-70.9812161188688
1,3,-89.2328852575634,-67.9800037092022
1,4,-31.7856596372297,-21.1592188630491
1,5,-136.664878353241,-115.41199680488
1,6,-95.3329015803364,-74.0800200319752
1,7,-195.580680691466,-163.701358368924
1,8,-6.7924761771855,3.8339645969951
1,9,-3.05561510703198,18.1972664413292
1,10,-79.4988474782538,-58.2459659298926
1,11,-117.801078453935,-85.9217561313928
1,12,-41.2095746286862,-19.956693080325
1,13,-216.726131229533,-184.846808906991
1,14,-145.233987652025,-113.354665329483
1,15,-305.943940540937,-263.438177444215
1,16,-131.942437211309,-121.315996437128
1,17,-201.881207844428,-180.628326296067
1,18,-146.817065087312,-125.564183538951
1,19,-213.499893810582,-181.62057148804
1,20,-214.719296623508,-193.466415075147
1,21,-212.718730693648,-180.839408371107
1,22,-213.355553660754,-181.476231338212
1,23,-220.987590784035,-178.481827687312
1,24,-331.803097192938,-310.550215644577
1,25,-328.289383088379,-296.410060765838
1,26,-328.496407493422,-296.61708517088
1,27,-325.686162790049,-283.180399693326
1,28,-328.027471421094,-296.148149098552
1,29,-324.577193545049,-282.071430448326
1,30,-324.83103784504,-282.325274748317
1,31,-334.981712697026,-281.849508826123
2,1,-0.822347460790129,9.80409331339047
2,2,-97.3264090395767,-86.6999682653961
2,3,-107.959031088087,-86.7061495397254
2,4,-23.1410952322581,-12.5146544580774
2,5,-145.700453957929,-124.447572409568
2,6,-111.500938177992,-90.2480566296305
2,7,-192.295982613742,-160.4166602912
2,8,-2.48166714967317,8.14477362450744
2,9,-1.51986930127431,19.7330122470869
2,10,-107.137445931907,-85.8845643835454
2,11,-144.169184057185,-112.289861734643
2,12,-32.6223959051844,-11.3695143568232
2,13,-224.584781065788,-192.705458743246
2,14,-165.681836226005,-133.802513903463
2,15,-296.156513428478,-253.650750331756
2,16,-118.017895836733,-107.391455062553
2,17,-212.176780543273,-190.923898994912
2,18,-149.111635521094,-127.858753972732
2,19,-222.963164939394,-191.083842616852
2,20,-226.548327765996,-205.295446217635
2,21,-226.022388388292,-194.14306606575
2,22,-225.459074078159,-193.579751755618
2,23,-227.37001160771,-184.864248510987
2,24,-347.696107130028,-326.443225581667
2,25,-344.206500226127,-312.327177903585
2,26,-345.011222416071,-313.131900093529
2,27,-341.467799716286,-298.962036619564
2,28,-343.845279747971,-311.965957425429
2,29,-340.644275889926,-298.138512793203
2,30,-341.199746577524,-298.693983480801
2,31,-341.190001721288,-288.057797850385
3,1,1.71094614660486,12.3373869207855
3,2,-60.0632018929961,-49.4367611188155
3,3,-71.6076307709397,-50.3547492225785
3,4,-20.8438531007041,-10.2174123265234
3,5,-109.861874975792,-88.6089934274306
3,6,-77.4161294954928,-56.1632479471316
3,7,-154.167263478957,-122.287941156415
3,8,0.580918632032148,11.2073594062128
3,9,4.51642566110815,25.7693072094694
3,10,-56.0841969799263,-34.8313154315651
3,11,-118.192979737485,-86.3136574149433
3,12,-40.8292727229461,-19.5763911745849
3,13,-227.610212383316,-195.730890060774
3,14,-155.979266122379,-124.099943799837
3,15,-312.260541332894,-269.754778236171
3,16,-110.975662748206,-100.349221974025
3,17,-180.10975911917,-158.856877570809
3,18,-127.966040384034,-106.713158835672
3,19,-193.78913221843,-161.909809895888
3,20,-198.000990052777,-176.748108504416
3,21,-199.362714895306,-167.483392572764
3,22,-197.731639746805,-165.852317424264
3,23,-201.027899417827,-158.522136321105
3,24,-370.908380066816,-349.655498518455
3,25,-369.353247782863,-337.473925460321
3,26,-367.002194449274,-335.122872126732
3,27,-372.473536479181,-329.967773382458
3,28,-372.978794502282,-341.09947217974
3,29,-371.858889492523,-329.353126395801
3,30,-372.236106540954,-329.730343444232
3,31,-369.129045126805,-315.996841255902
4,1,3.65497949035891,14.2814202645395
4,2,-39.9032014986687,-29.2767607244881
4,3,-43.2191937977523,-21.9663122493911
4,4,-9.74397732446516,0.882463449715441
4,5,-89.3553861238775,-68.1025045755163
4,6,-49.2088041999467,-27.9559226515855
4,7,-153.586716953397,-121.707394630855
4,8,3.09688496275365,13.7233257369343
4,9,7.02511294182391,28.2779944901851
4,10,-36.4674124534154,-15.2145309050542
4,11,-72.3167990787979,-40.4374767562561
4,12,-28.1986614482487,-6.94577989988752
4,13,-190.023529570659,-158.144207248117
4,14,-108.485254112357,-76.6059317898155
4,15,-302.121291740846,-259.615528644124
4,16,-93.2999860382638,-82.6735452640832
4,17,-165.900101111097,-144.647219562736
4,18,-104.075323751628,-82.8224422032664
4,19,-191.747313608241,-159.867991285699
4,20,-190.661507836983,-169.408626288622
4,21,-197.582398776023,-165.703076453482
4,22,-195.689158007737,-163.809835685195
4,23,-195.056642496512,-152.550879399789
4,24,-358.181050762721,-336.928169214359
4,25,-358.353237833548,-326.473915511006
4,26,-357.107466624915,-325.228144302374
4,27,-354.935865963515,-312.430102866793
4,28,-358.603665009012,-326.72434268647
4,29,-355.603281422129,-313.097518325406
4,30,-355.280984678431,-312.775221581709
4,31,-352.3800202128,-299.247816341897
5,1,-2.5336890057359,8.0927517684447
5,2,-87.8580211577968,-77.2315803836162
5,3,-91.2943776178875,-70.0414960695263
5,4,-0.80036728566576,9.82607348851484
5,5,-134.441498728663,-113.188617180302
5,6,-92.9813456923089,-71.7284641439477
5,7,-184.482625785039,-152.603303462497
5,8,2.73994762982652,13.3663884040071
5,9,0.104632418301459,21.3575139666627
5,10,-108.319121674301,-87.0662401259397
5,11,-148.835835408758,-116.956513086216
5,12,-16.664898180624,4.58798336773717
5,13,-260.835558492917,-228.956236170376
5,14,-179.497860301037,-147.618537978495
5,15,-348.71372679686,-306.207963700138
5,16,-73.2850385003318,-62.6585977261512
5,17,-197.277991638063,-176.025110089701
5,18,-119.996424842566,-98.743543294205
5,19,-208.948809947733,-177.069487625191
5,20,-211.154561323073,-189.901679774711
5,21,-209.065696659047,-177.186374336505
5,22,-209.37974846145,-177.500426138908
5,23,-205.670603070749,-163.164839974026
5,24,-376.357373919316,-355.104492370955
5,25,-373.805008029333,-341.925685706792
5,26,-375.622264376598,-343.742942054056
5,27,-372.617117243736,-330.111354147013
5,28,-372.736254348004,-340.856932025462
5,29,-374.683055948517,-332.177292851794
5,30,-373.427458139046,-330.921695042324
5,31,-375.38890488322,-322.256701012317
6,1,0.308485496667197,10.9349262708478
6,2,-42.5703467443741,-31.9439059701935
